"axis","r_squared","diversity_type","q_level"
"TD_q0_est_Axis1",0.434335970913728,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.426186624802435,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.478673751881276,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.620868335510926,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.601630667798973,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.524224234126533,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.533277674848656,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.509941612314102,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.492477343187704,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.494379947998364,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.423576825331486,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.43724499734004,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.628104134875248,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.58164554288413,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.543428942487174,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.677502157087753,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.411049837639714,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.482891457539227,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.588538961112649,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.55262204598538,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.543219452098786,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.488560504433503,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.568285211362963,"Taxonomic Diversity","q0"
"TD_q0_est_Axis1",0.49737096144047,"Taxonomic Diversity","q0"
"TD_q1_est_Axis1",0.564625748748977,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.590501623687307,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.719499147847434,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.736910081945477,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.627974635186376,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.609010177817165,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.550567262682964,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.713873844894897,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.703490031041588,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.572973594608969,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.707637211531011,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.683901872306376,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.55994257480746,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.47255943330874,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.534911544748318,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.481500803686673,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.673651609777809,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.619537437805558,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.602732382962607,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.524168165453601,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.713099865160256,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.607408970090168,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.501605444756124,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.546707018694019,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.640284608974758,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.536757145174654,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.555160825789717,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.530504688480705,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.612625709463999,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.556815187937266,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.536409418382046,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.597977228089777,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.590922012433502,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.720991455036158,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.55953348586095,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.507019854976085,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.517663478041859,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.642815703041402,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.678935982074215,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.585857033496224,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.433850227331644,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.611804427696425,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.552395396691364,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.654690699469204,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.51982297646633,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.648955812455158,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.70274747614454,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.547563578357534,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.467110940259002,"Taxonomic Diversity","q1"
"TD_q1_est_Axis1",0.51278176775349,"Taxonomic Diversity","q1"
"TD_q2_est_Axis1",0.522870559363374,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.555794393438475,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.645597499266457,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.622141616664914,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.786853206895487,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.593204888596387,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.579585778936257,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.776442627670714,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.732923632857761,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.728319490368515,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.519352571807474,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.444468207316165,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.562512896185118,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.694283948681724,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.507891943997688,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.641729067008752,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.52981616101563,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.581799270504104,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.706810477660457,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.466136277404049,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.728007030106608,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.544170353073347,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.60171824782874,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.6484858163705,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.465194774162122,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.526723256500145,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.518750081522524,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.527594817508278,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.520324577542671,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.618028193451858,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.695823843281651,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.442911445070982,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.49130902083849,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.609745328996016,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.654488579974334,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.735806147162006,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.611965757472121,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.481064837033341,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.580923742140134,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.520020988120777,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.618720798841036,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.60647029824047,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.524477217655496,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.550660961758805,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.544283447509709,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.736603578111397,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.630201640671589,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.52412532873879,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.727610491440505,"Taxonomic Diversity","q2"
"TD_q2_est_Axis1",0.568742482071547,"Taxonomic Diversity","q2"
"FD_q0_est_Axis1",0.626726312382761,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.544912195974505,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.592475698122057,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.517199591111008,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.61604716804372,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.441849908832653,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.564014859325206,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.565265654147798,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.493646720154331,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.515791279317545,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.483778060418912,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.451397858440991,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.569015396951251,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.5484275846395,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.62182865216952,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.578167988814941,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.594135669286346,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.401916578116132,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.56102641044816,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.594342825833158,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.525818888273332,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.514568219058619,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.4759210095942,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.532907002427683,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.660579473971122,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.464366865220603,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.553220571564256,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.474943592133329,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.556425920634873,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.500552463420745,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.544895587224143,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.700685380038511,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.498487368112119,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.558129010928472,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.35343127064394,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.549871194661321,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.435071531071123,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.554447586081864,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.508535687166706,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.403494103083326,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.393678916378101,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.49167381314787,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.714208132001757,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.495248505863668,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.575113252636658,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.549715941394431,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.488393122648419,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.723534730765334,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.529246874375126,"Functional Diversity","q0"
"FD_q0_est_Axis1",0.572902824200757,"Functional Diversity","q0"
"FD_q1_est_Axis1",0.426501679669891,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.493729042401265,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.523845555028545,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.578291577156804,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.72153672820168,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.325855292482709,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.421779313626896,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.542084414277306,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.454835723220102,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.600495626300975,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.524362754998859,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.364298182391821,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.426010826575585,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.396442096683531,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.508890946231596,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.615895365965741,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.607618227981248,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.589478650352773,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.44174118455791,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.460306413694891,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.507613695581936,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.45829018696625,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.551441604623335,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.575287656971105,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.478577012193111,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.374083460784393,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.450015863389422,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.49360765616446,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.626564549326831,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.435958975842738,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.458432434974096,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.644316795162561,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.520054683429227,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.686583506483552,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.396610014058901,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.519324016974336,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.5098177732668,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.687429709915456,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.4641621846874,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.574837045751966,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.22259962301161,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.4584592085216,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.524499791225365,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.610577107832359,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.516733756395437,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.517005263213714,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.493192334829166,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.51607675516466,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.442938050525908,"Functional Diversity","q1"
"FD_q1_est_Axis1",0.51318662823137,"Functional Diversity","q1"
"FD_q2_est_Axis1",0.574938886620848,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.478954310384642,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.587213357911212,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.309643964954485,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.427241896038851,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.521396637824607,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.663335362992286,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.298421696858612,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.427346771515133,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.590136142124169,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.220166621670222,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.373593864001815,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.489628726039073,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.466575741338548,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.564034170855281,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.443975227760302,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.323603731757855,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.496909264106482,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.490105116952961,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.475942566003357,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.259459259701353,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.292061593498434,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.352722601217208,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.354899952611584,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.454824784581082,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.382866748115633,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.451685600840782,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.456780773619819,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.527318211209363,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.448196759848509,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.523852606971327,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.499414398227465,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.548853152106131,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.241658073628,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.518918947630774,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.338662117002142,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.35915536499314,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.517681140979801,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.353646006850651,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.362291865494129,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.600996162960167,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.408805695055537,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.594554300993164,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.538591657273313,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.472493448297545,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.26648129113482,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.224668232371613,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.475270625813138,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.477529019920487,"Functional Diversity","q2"
"FD_q2_est_Axis1",0.553374380040919,"Functional Diversity","q2"
"PD_q0_est_Axis1",0.68504432765335,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.568926078335051,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.537661376684074,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.609848125372556,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.543953099563068,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.570470179373808,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.553096867286119,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.586012488767491,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.649743442994638,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.626558475404853,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.466807685969391,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.54637172367608,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.538227195802373,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.582869213125088,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.370022336918952,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.740598343641063,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.625262617944093,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.658479380726087,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.481271597097888,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.674324801428148,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.534652422257218,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.595363993235586,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.444965381973758,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.603698338678437,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.508718318396929,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.581965154953629,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.408485081492867,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.524161106552899,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.4626853684412,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.609696744923546,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.464903637252894,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.609154435088243,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.666721232793006,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.409868678673778,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.506222037551221,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.477536038828426,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.504136979958665,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.490887680905079,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.529398748624498,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.573561050232441,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.614181405858867,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.534814327442231,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.699078670473887,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.506624549140107,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.47381273947197,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.393367650866083,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.558532857713231,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.580434305367259,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.307715548122555,"Phylogenetic Diversity","q0"
"PD_q0_est_Axis1",0.482038806479928,"Phylogenetic Diversity","q0"
"PD_q1_est_Axis1",0.397432643586053,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.628957316778247,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.472387899544766,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.28411776099919,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.535251181936947,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.513429489342171,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.464521474679215,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.557590051952848,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.369956077689073,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.448200135892544,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.546325043200509,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.462523036988544,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.392507267763972,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.466513103041457,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.396853960272204,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.566695297349434,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.490177575494044,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.457114257762894,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.363760555362859,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.378964752340135,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.532559003455488,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.594082172628885,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.5264718684727,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.470759724819321,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.587470023884535,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.550079547568785,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.535741262903495,"Phylogenetic Diversity","q1"
